city_name,apparent_temperature_max,apparent_temperature_min
Copenhagen,17.5,14.3
Copenhagen,17.4,14.0
Copenhagen,18.8,13.4
Copenhagen,20.3,12.4
Copenhagen,22.8,13.5
Copenhagen,16.7,12.4
Copenhagen,17.2,12.3
Copenhagen,15.9,11.3
Copenhagen,13.6,9.2
Copenhagen,12.9,9.7
Copenhagen,14.1,10.6
Copenhagen,15.3,10.3
Copenhagen,16.4,10.4
Copenhagen,19.1,8.3
Copenhagen,19.3,9.8
Copenhagen,16.7,9.0
Copenhagen,17.3,10.8
Copenhagen,11.7,9.6
Copenhagen,16.8,10.7
Copenhagen,14.1,12.1
Copenhagen,17.3,13.2
Copenhagen,18.3,12.2
Copenhagen,18.7,11.3
Copenhagen,20.6,13.0
Copenhagen,19.7,12.6
Copenhagen,20.6,11.4
Copenhagen,14.8,10.7
Copenhagen,14.1,9.4
Copenhagen,16.5,10.6
Copenhagen,19.2,12.2
Copenhagen,21.2,14.5
Copenhagen,20.8,14.7
Copenhagen,21.0,14.7
Copenhagen,21.0,16.4
Copenhagen,18.1,13.4
Copenhagen,16.1,11.9
Copenhagen,16.2,13.6
Copenhagen,14.9,13.0
Copenhagen,17.9,13.7
Copenhagen,16.0,11.1
Copenhagen,12.5,7.8
Copenhagen,10.1,6.6
Copenhagen,11.0,6.3
Copenhagen,12.0,6.9
Copenhagen,16.6,10.0
Copenhagen,12.5,5.9
Copenhagen,13.7,7.1
Copenhagen,13.1,9.1
Copenhagen,14.6,8.4
Copenhagen,14.8,12.1
Copenhagen,15.4,7.6
Copenhagen,13.1,8.6
Copenhagen,9.6,6.2
Copenhagen,10.9,6.9
Copenhagen,11.8,10.1
Copenhagen,13.6,10.8
Copenhagen,12.2,10.6
Copenhagen,12.8,7.9
Copenhagen,12.6,8.1
Copenhagen,13.6,6.3
Copenhagen,12.3,9.5
Copenhagen,10.5,8.1
Copenhagen,8.9,6.2
Copenhagen,8.4,4.3
Copenhagen,6.9,3.4
Copenhagen,8.2,3.4
Copenhagen,10.1,6.4
Copenhagen,8.3,4.0
Copenhagen,6.0,3.4
Copenhagen,7.6,5.4
Copenhagen,7.8,4.8
Copenhagen,11.0,8.5
Copenhagen,12.0,7.6
Copenhagen,11.1,-0.3
Copenhagen,3.1,0.3
Copenhagen,6.9,2.4
Copenhagen,7.4,3.8
Copenhagen,7.7,4.4
Copenhagen,8.9,6.4
Copenhagen,11.0,7.4
Copenhagen,10.2,7.6
Copenhagen,8.8,6.5
Copenhagen,10.1,6.8
Copenhagen,10.0,7.3
Copenhagen,9.8,6.8
Copenhagen,8.9,3.9
Copenhagen,7.3,2.7
Copenhagen,5.7,1.8
Copenhagen,5.4,1.5
Copenhagen,7.2,4.0
Copenhagen,5.2,3.0
Copenhagen,5.9,1.6
Copenhagen,5.6,2.1
Copenhagen,8.7,5.4
Copenhagen,8.7,4.2
Copenhagen,7.3,3.4
Copenhagen,4.9,3.4
Copenhagen,4.8,2.7
Copenhagen,4.7,3.3
Copenhagen,3.9,2.3
Copenhagen,3.2,1.0
Copenhagen,7.3,0.6
Copenhagen,8.2,2.8
Copenhagen,7.0,2.9
Copenhagen,4.8,-0.9
Copenhagen,2.4,-1.6
Copenhagen,5.2,2.0
Copenhagen,5.3,3.0
Copenhagen,2.7,-0.8
Copenhagen,1.7,-1.1
Copenhagen,-0.4,-1.5
Copenhagen,-0.2,-3.2
Copenhagen,-3.1,-4.8
Copenhagen,0.0,-6.1
Copenhagen,5.2,-5.9
Copenhagen,-1.8,-7.8
Copenhagen,0.3,-4.3
Copenhagen,1.9,-3.0
Copenhagen,-4.1,-8.0
Copenhagen,-4.9,-8.6
Copenhagen,-3.8,-5.4
Copenhagen,-4.2,-5.9
Copenhagen,-1.9,-5.0
Copenhagen,-0.7,-2.7
Copenhagen,-1.7,-4.0
Copenhagen,2.7,-3.7
Copenhagen,3.8,1.3
Copenhagen,3.9,1.0
Copenhagen,4.6,1.2
Copenhagen,3.8,0.4
Copenhagen,2.8,-0.2
Copenhagen,2.6,-0.2
Copenhagen,1.9,-2.9
Copenhagen,-0.3,-4.6
Copenhagen,-1.5,-5.9
Copenhagen,-1.5,-3.0
Copenhagen,-2.4,-4.0
Copenhagen,-3.8,-12.1
Copenhagen,-4.5,-9.3
Copenhagen,-4.3,-7.9
Copenhagen,-4.6,-7.1
Copenhagen,-2.1,-6.3
Copenhagen,0.3,-1.9
Copenhagen,4.1,-1.9
Copenhagen,5.7,2.6
Copenhagen,5.4,1.6
Copenhagen,5.4,2.0
Copenhagen,3.6,-0.5
Copenhagen,1.8,-3.8
Copenhagen,-0.6,-7.5
Copenhagen,-2.7,-7.3
Copenhagen,-1.9,-4.3
Copenhagen,-1.9,-4.5
Copenhagen,-2.7,-4.8
Copenhagen,-1.2,-3.8
Copenhagen,-1.8,-4.6
Copenhagen,1.0,-3.2
Copenhagen,2.3,-0.5
Copenhagen,1.9,-4.0
Copenhagen,-0.7,-4.6
Copenhagen,-0.3,-3.2
Copenhagen,-2.1,-4.2
Copenhagen,1.7,-4.1
Copenhagen,-0.9,-6.2
Copenhagen,-4.8,-8.3
Copenhagen,-0.2,-5.3
Copenhagen,1.6,-6.3
Copenhagen,3.6,-0.6
Copenhagen,1.3,-0.6
Copenhagen,1.9,-0.6
Copenhagen,1.3,-2.2
Copenhagen,0.9,-3.1
Copenhagen,-0.8,-3.0
Copenhagen,2.3,-4.9
Copenhagen,-0.9,-5.5
Copenhagen,-0.9,-5.3
Copenhagen,-0.3,-5.1
Copenhagen,-0.8,-4.8
Copenhagen,2.1,-2.4
Copenhagen,1.6,-3.1
Copenhagen,-1.5,-4.4
Copenhagen,1.1,-3.7
Copenhagen,-1.2,-4.6
Copenhagen,3.1,-2.6
Copenhagen,2.8,-1.7
Copenhagen,1.1,-3.5
Copenhagen,-0.6,-5.9
Copenhagen,-2.1,-5.7
Copenhagen,-1.1,-4.4
Copenhagen,2.7,-1.4
Copenhagen,0.8,-3.8
Copenhagen,2.0,-2.5
Copenhagen,-0.6,-4.1
Copenhagen,1.5,-6.6
Copenhagen,-0.8,-5.3
Copenhagen,1.5,-5.0
Copenhagen,1.3,-5.2
Copenhagen,0.4,-4.9
Copenhagen,2.5,-3.4
Copenhagen,1.0,-4.2
Copenhagen,0.9,-4.3
Copenhagen,2.9,-4.3
Copenhagen,-0.6,-4.0
Copenhagen,-0.8,-2.9
Copenhagen,-0.9,-4.6
Copenhagen,1.8,-5.5
Copenhagen,2.4,-3.9
Copenhagen,0.1,-5.7
Copenhagen,-1.1,-4.8
Copenhagen,1.4,-5.9
Copenhagen,2.8,-6.8
Copenhagen,2.0,-6.1
Copenhagen,0.7,-6.9
Copenhagen,-1.2,-3.6
Copenhagen,-2.9,-5.4
Copenhagen,-0.8,-4.2
Copenhagen,1.1,-3.2
Copenhagen,2.6,-2.5
Copenhagen,6.0,-2.1
Copenhagen,2.1,-2.7
Copenhagen,2.5,-3.6
Copenhagen,6.5,-1.9
Copenhagen,5.1,-1.9
Copenhagen,2.1,-2.5
Copenhagen,2.4,-1.5
Copenhagen,4.0,-2.5
Copenhagen,7.0,-3.2
Copenhagen,9.4,-5.9
Copenhagen,9.7,-1.0
Copenhagen,7.8,0.3
Copenhagen,7.8,-2.6
Copenhagen,5.1,-0.9
Copenhagen,3.5,-4.3
Copenhagen,-1.7,-5.0
Copenhagen,0.1,-5.2
Copenhagen,-0.8,-6.0
Copenhagen,-0.3,-6.6
Copenhagen,2.1,-6.1
Copenhagen,0.8,-5.8
Copenhagen,0.4,-4.6
Copenhagen,3.8,-4.0
Copenhagen,3.0,-2.4
Copenhagen,-1.0,-4.4
Copenhagen,0.2,-4.1
Copenhagen,0.5,-3.9
Copenhagen,3.9,-3.3
Copenhagen,3.3,-3.3
Copenhagen,8.6,-0.5
Copenhagen,10.2,4.5
Copenhagen,4.9,-0.2
Copenhagen,9.3,-3.3
Copenhagen,8.9,-3.4
Copenhagen,7.4,-2.1
Copenhagen,10.4,0.5
Copenhagen,14.0,1.1
Copenhagen,13.6,1.1
Copenhagen,12.0,1.7
Copenhagen,11.2,1.6
Copenhagen,8.9,1.3
Copenhagen,8.3,-0.4
Copenhagen,10.9,-1.1
Copenhagen,8.5,0.7
Copenhagen,10.1,-0.3
Copenhagen,8.5,0.2
Copenhagen,9.9,2.3
Copenhagen,9.9,2.5
Copenhagen,9.6,-0.2
Copenhagen,11.3,3.9
Copenhagen,8.6,4.4
Copenhagen,12.3,2.2
Copenhagen,11.7,3.6
Copenhagen,12.8,4.5
Copenhagen,14.2,2.8
Copenhagen,9.7,5.2
Copenhagen,15.9,6.8
Copenhagen,12.4,7.1
Copenhagen,9.1,5.8
Copenhagen,11.7,4.8
Copenhagen,10.1,5.9
Copenhagen,13.0,5.5
Copenhagen,15.5,5.8
Copenhagen,13.4,4.3
Copenhagen,11.7,3.8
Copenhagen,24.2,11.7
Copenhagen,14.0,10.5
Copenhagen,9.5,7.0
Copenhagen,13.1,6.9
Copenhagen,12.5,6.6
Copenhagen,15.1,7.9
Copenhagen,12.8,7.9
Copenhagen,9.8,6.7
Copenhagen,7.5,3.0
Copenhagen,10.5,3.1
Copenhagen,15.3,8.0
Copenhagen,13.1,6.4
Copenhagen,11.6,8.4
Copenhagen,14.5,6.3
Copenhagen,10.8,5.9
Copenhagen,13.9,7.1
Copenhagen,16.7,6.9
Copenhagen,16.9,6.1
Copenhagen,16.4,10.4
Copenhagen,14.2,9.5
Copenhagen,15.0,8.7
Copenhagen,18.4,11.5
Copenhagen,17.2,10.8
Copenhagen,18.7,11.5
Copenhagen,16.9,9.2
Copenhagen,13.4,8.3
Copenhagen,13.8,7.8
Copenhagen,14.9,10.8
Copenhagen,16.7,10.7
Copenhagen,20.1,10.6
Copenhagen,20.6,12.5
Copenhagen,14.0,9.9
Copenhagen,15.5,9.3
Copenhagen,18.3,10.0
Copenhagen,16.9,12.3
Copenhagen,18.6,10.8
Copenhagen,23.0,12.9
Copenhagen,25.3,16.8
Copenhagen,24.6,17.7
Copenhagen,27.4,17.0
Copenhagen,20.1,13.4
Copenhagen,22.7,11.9
Copenhagen,23.4,12.2
Copenhagen,22.7,14.3
Copenhagen,18.6,13.1
Copenhagen,20.5,15.6
Copenhagen,18.8,11.8
Copenhagen,16.2,10.7
Copenhagen,14.1,10.2
Copenhagen,18.0,13.2
Copenhagen,16.6,11.6
Copenhagen,14.0,10.1
Copenhagen,16.7,9.5
Copenhagen,18.8,11.7
Copenhagen,22.0,12.6
Copenhagen,23.0,10.5
Copenhagen,14.9,9.0
Copenhagen,14.6,8.8
Copenhagen,15.0,8.7
Copenhagen,18.5,9.7
Copenhagen,19.9,14.1
Copenhagen,26.2,15.5
Copenhagen,25.3,16.0
Copenhagen,25.9,18.5
Copenhagen,18.6,13.4
Copenhagen,16.9,12.9
Copenhagen,17.9,11.8
Copenhagen,24.7,15.4
Copenhagen,15.3,9.3
Copenhagen,14.1,9.2
Copenhagen,18.0,9.0
Copenhagen,18.9,11.7
Copenhagen,20.5,13.7
Copenhagen,18.7,13.6
Copenhagen,19.7,11.2
Copenhagen,16.6,9.7
Copenhagen,25.8,15.4
Copenhagen,25.9,18.1
Copenhagen,19.0,11.2
Copenhagen,14.6,9.6
Copenhagen,15.6,10.5
Copenhagen,19.0,12.5
Copenhagen,20.8,11.6
Copenhagen,20.2,13.6
Copenhagen,22.1,12.7
Copenhagen,26.8,15.1
Copenhagen,26.3,13.4
Copenhagen,27.0,17.4
Copenhagen,27.3,18.3
Copenhagen,25.0,20.4
Copenhagen,25.9,19.6
Copenhagen,27.8,19.5
Copenhagen,26.7,18.5
Copenhagen,22.4,15.6
Copenhagen,20.8,13.9
Copenhagen,19.8,13.2
Copenhagen,21.8,15.3
Copenhagen,23.1,15.9
Copenhagen,23.5,16.7
Copenhagen,25.3,18.7
Copenhagen,22.9,18.5
Copenhagen,22.1,15.8
Copenhagen,16.1,12.3
Copenhagen,16.7,11.5
Copenhagen,17.6,12.5
Copenhagen,18.0,11.0
Copenhagen,17.6,9.5
Copenhagen,15.7,12.0
Copenhagen,15.3,11.4
Copenhagen,16.6,12.4
Copenhagen,14.7,11.5
Copenhagen,16.1,11.2
Copenhagen,14.0,10.6
Copenhagen,16.7,9.6
Copenhagen,17.7,13.2
Copenhagen,16.8,12.5
Copenhagen,16.7,10.1
Copenhagen,14.4,10.3
Copenhagen,13.0,10.0
Copenhagen,10.0,6.4
Copenhagen,11.9,6.1
Copenhagen,12.8,9.1
Copenhagen,12.4,8.0
Copenhagen,11.3,7.8
Copenhagen,11.7,6.5
Copenhagen,13.2,7.1
Copenhagen,13.1,7.5
Copenhagen,12.7,9.9
Copenhagen,14.2,9.8
Copenhagen,14.0,8.8
Copenhagen,9.1,7.2
Copenhagen,9.4,7.9
Copenhagen,10.7,7.4
Copenhagen,10.3,6.7
Copenhagen,9.7,8.1
Copenhagen,9.3,6.4
Copenhagen,9.9,7.4
Copenhagen,10.9,7.8
Copenhagen,13.3,7.9
Copenhagen,12.9,10.5
Copenhagen,11.3,7.2
Copenhagen,10.8,7.7
Copenhagen,10.6,5.8
Copenhagen,11.3,5.3
Copenhagen,9.6,6.0
Copenhagen,8.3,4.9
Copenhagen,10.9,5.8
Copenhagen,10.5,8.0
Copenhagen,12.6,8.9
Copenhagen,13.3,9.6
Copenhagen,11.2,7.9
Copenhagen,14.5,5.7
Copenhagen,11.0,7.1
Copenhagen,7.5,1.2
Copenhagen,5.9,0.5
Copenhagen,11.6,5.9
Copenhagen,13.4,9.5
Copenhagen,12.3,8.5
Copenhagen,14.1,8.9
Copenhagen,11.2,8.6
Copenhagen,12.8,8.4
Copenhagen,14.3,10.5
Copenhagen,16.0,11.3
Copenhagen,12.4,8.2
Copenhagen,13.0,8.4
Copenhagen,14.3,8.5
Copenhagen,11.7,8.0
Copenhagen,8.5,5.9
Copenhagen,7.5,5.7
Copenhagen,9.0,6.2
Copenhagen,8.2,4.9
Copenhagen,7.6,4.2
Copenhagen,8.2,4.0
Copenhagen,10.3,8.4
Copenhagen,9.9,6.6
Copenhagen,8.8,5.6
Copenhagen,10.9,8.4
Copenhagen,13.2,9.9
Copenhagen,10.9,8.5
Copenhagen,8.3,5.0
Copenhagen,5.6,4.4
Copenhagen,4.1,-1.9
Copenhagen,-0.4,-2.3
Copenhagen,0.0,-3.8
Copenhagen,-3.4,-5.1
Copenhagen,-3.2,-6.7
Copenhagen,-1.3,-4.7
Copenhagen,-1.5,-4.2
Copenhagen,1.8,-1.5
Copenhagen,3.8,1.6
Copenhagen,4.1,2.3
Copenhagen,6.0,3.2
Copenhagen,5.1,2.5
Copenhagen,2.2,-0.8
Copenhagen,0.9,-0.6
Copenhagen,0.5,-0.5
Copenhagen,1.5,-0.6
Copenhagen,-0.0,-3.2
Copenhagen,-3.4,-4.6
Copenhagen,-1.8,-4.2
Copenhagen,-0.3,-2.6
Copenhagen,-1.0,-2.2
Copenhagen,-1.3,-5.7
Copenhagen,-3.3,-8.5
Copenhagen,-3.2,-5.8
Copenhagen,-2.7,-5.7
Copenhagen,-4.2,-9.3
Copenhagen,-7.0,-9.7
Copenhagen,-5.7,-8.1
Copenhagen,-4.2,-7.4
Copenhagen,-4.3,-9.3
Copenhagen,-6.6,-9.9
Copenhagen,-5.6,-8.6
Copenhagen,-5.6,-7.6
Copenhagen,0.2,-6.8
Copenhagen,3.4,0.1
Copenhagen,2.7,-2.3
Copenhagen,1.8,-0.2
Copenhagen,1.3,-4.3
Copenhagen,-0.8,-5.0
Copenhagen,1.5,-0.3
Copenhagen,2.6,-2.2
Copenhagen,-1.6,-3.4
Copenhagen,2.5,-3.3
Copenhagen,3.0,0.5
Copenhagen,1.3,-1.3
Copenhagen,6.0,1.6
Copenhagen,5.2,2.9
Copenhagen,6.6,-0.3
Copenhagen,1.8,-1.2
Copenhagen,4.6,-0.4
Copenhagen,2.8,-3.4
Copenhagen,1.9,-6.2
Copenhagen,3.5,0.5
Copenhagen,2.7,0.8
Copenhagen,2.4,0.2
Copenhagen,2.2,-1.0
Copenhagen,4.6,-2.7
Copenhagen,3.5,-0.6
Copenhagen,3.7,-0.4
Copenhagen,2.5,-2.4
Copenhagen,2.1,-4.9
Copenhagen,0.3,-2.4
Copenhagen,-0.6,-4.5
Copenhagen,-1.2,-4.7
Copenhagen,-1.2,-4.8
Copenhagen,0.2,-4.6
Copenhagen,-1.9,-6.8
Copenhagen,-3.7,-7.6
Copenhagen,-0.5,-4.3
Copenhagen,-2.0,-5.0
Copenhagen,-3.7,-5.6
Copenhagen,1.6,-3.5
Copenhagen,-2.7,-6.7
Copenhagen,-1.6,-7.0
Copenhagen,-0.2,-2.6
Copenhagen,-0.4,-4.2
Copenhagen,0.5,-4.4
Copenhagen,-1.1,-3.3
Copenhagen,-1.6,-5.3
Copenhagen,0.7,-5.7
Copenhagen,-5.2,-8.4
Copenhagen,-1.2,-6.7
Copenhagen,-0.4,-4.5
Copenhagen,-1.8,-5.4
Copenhagen,-2.4,-5.9
Copenhagen,-2.3,-6.3
Copenhagen,1.2,-2.2
Copenhagen,4.1,-0.4
Copenhagen,4.9,-0.8
Copenhagen,3.0,-1.1
Copenhagen,2.5,-2.6
Copenhagen,0.7,-3.9
Copenhagen,3.8,-1.1
Copenhagen,3.1,-4.3
Copenhagen,0.8,-3.7
Copenhagen,-0.3,-3.7
Copenhagen,2.3,-2.1
Copenhagen,3.3,-2.0
Copenhagen,-0.7,-3.3
Copenhagen,2.8,-2.0
Copenhagen,1.7,-4.7
Copenhagen,-4.7,-7.5
Copenhagen,-1.8,-7.2
Copenhagen,3.2,-5.6
Copenhagen,4.5,-5.3
Copenhagen,3.5,-5.4
Copenhagen,5.0,-4.0
Copenhagen,2.1,-4.1
Copenhagen,-1.8,-5.0
Copenhagen,-2.9,-6.8
Copenhagen,-1.4,-7.0
Copenhagen,-2.5,-9.2
Copenhagen,-1.5,-9.1
Copenhagen,-3.0,-6.4
Copenhagen,-3.1,-5.3
Copenhagen,-1.8,-7.1
Copenhagen,-0.3,-7.2
Copenhagen,3.5,-2.6
Copenhagen,3.0,-3.4
Copenhagen,-0.5,-5.3
Copenhagen,0.7,-4.5
Copenhagen,2.2,-3.7
Copenhagen,9.4,0.6
Copenhagen,5.3,-1.7
Copenhagen,3.6,0.0
