city_name,apparent_temperature_max,apparent_temperature_min
Copenhagen,3.6,-3.3
Copenhagen,4.7,2.5
Copenhagen,6.2,1.8
Copenhagen,4.9,1.3
Copenhagen,5.1,1.5
Copenhagen,2.1,-5.4
Copenhagen,-0.4,-5.8
Copenhagen,0.0,-7.3
Copenhagen,3.6,-2.1
Copenhagen,7.8,0.8
Copenhagen,7.2,-3.2
Copenhagen,1.4,-5.0
Copenhagen,2.9,-5.2
Copenhagen,0.6,-4.0
Copenhagen,3.3,-3.5
Copenhagen,3.6,-2.7
Copenhagen,1.8,-3.9
Copenhagen,4.2,-4.0
Copenhagen,10.8,-0.1
Copenhagen,6.4,-0.3
Copenhagen,3.1,-1.1
Copenhagen,6.9,0.8
Copenhagen,4.4,-2.2
Copenhagen,5.8,1.0
Copenhagen,6.7,1.2
Copenhagen,7.6,2.3
Copenhagen,9.3,0.8
Copenhagen,8.7,-0.3
Copenhagen,10.5,-0.1
Copenhagen,7.7,-0.1
Copenhagen,9.7,-0.2
Copenhagen,12.0,1.7
Copenhagen,11.1,2.2
Copenhagen,10.1,4.5
Copenhagen,8.2,3.3
Copenhagen,3.0,-1.7
Copenhagen,2.6,-1.9
Copenhagen,4.1,-2.3
Copenhagen,7.0,-2.3
Copenhagen,10.1,-0.5
Copenhagen,4.7,-0.6
Copenhagen,6.9,1.5
Copenhagen,6.3,1.3
Copenhagen,9.4,0.6
Copenhagen,9.6,-0.5
Copenhagen,0.3,-3.6
Copenhagen,3.5,-3.0
Copenhagen,9.7,-0.7
Copenhagen,9.6,1.8
Copenhagen,7.9,4.2
Copenhagen,11.0,4.1
Copenhagen,14.8,6.1
Copenhagen,18.7,5.9
Copenhagen,16.5,5.9
Copenhagen,19.3,7.4
Copenhagen,19.9,8.0
Copenhagen,12.3,3.4
Copenhagen,7.8,-0.1
Copenhagen,9.9,1.8
Copenhagen,12.2,1.8
Copenhagen,14.3,4.5
Copenhagen,21.6,7.3
Copenhagen,21.3,8.7
Copenhagen,14.5,8.7
Copenhagen,17.3,8.0
Copenhagen,14.7,6.1
Copenhagen,11.6,5.0
Copenhagen,14.6,5.8
Copenhagen,15.1,6.5
Copenhagen,15.6,4.7
Copenhagen,19.0,7.1
Copenhagen,17.5,7.7
Copenhagen,17.7,6.6
Copenhagen,13.2,6.3
Copenhagen,13.5,4.9
Copenhagen,17.6,8.0
Copenhagen,18.2,7.0
Copenhagen,20.6,8.1
Copenhagen,20.7,8.1
Copenhagen,22.0,8.9
Copenhagen,17.2,9.3
Copenhagen,16.3,7.9
Copenhagen,17.1,8.5
Copenhagen,19.1,8.8
Copenhagen,19.7,9.0
Copenhagen,21.4,11.6
Copenhagen,22.5,11.8
Copenhagen,22.5,13.4
Copenhagen,22.7,12.0
Copenhagen,20.0,14.0
Copenhagen,21.3,13.1
Copenhagen,25.1,16.4
Copenhagen,25.4,15.7
Copenhagen,25.5,14.3
Copenhagen,19.6,14.2
Copenhagen,21.7,12.3
Copenhagen,23.1,15.7
Copenhagen,22.9,12.9
Copenhagen,15.3,11.4
Copenhagen,21.0,12.8
Copenhagen,21.2,14.4
Copenhagen,19.0,13.9
Copenhagen,16.0,12.9
Copenhagen,13.4,9.3
Copenhagen,13.3,9.2
Copenhagen,13.1,7.3
Copenhagen,14.9,10.2
Copenhagen,16.1,8.6
Copenhagen,18.7,11.7
Copenhagen,21.6,11.3
Copenhagen,24.3,12.1
Copenhagen,20.1,15.1
Copenhagen,18.8,12.2
Copenhagen,20.7,14.1
Copenhagen,18.8,13.1
Copenhagen,19.2,12.5
Copenhagen,21.9,14.7
Copenhagen,18.9,15.5
Copenhagen,17.2,11.6
Copenhagen,16.1,10.9
Copenhagen,16.3,11.5
Copenhagen,15.5,10.4
Copenhagen,16.9,10.5
Copenhagen,16.0,11.4
Copenhagen,16.2,13.0
Copenhagen,19.9,15.0
Copenhagen,16.6,11.3
Copenhagen,14.3,10.2
Copenhagen,18.0,10.6
Copenhagen,20.6,11.0
Copenhagen,20.3,16.0
Copenhagen,19.5,12.4
Copenhagen,16.7,12.4
Copenhagen,18.6,14.5
Copenhagen,18.5,13.9
Copenhagen,20.3,14.5
Copenhagen,18.3,12.7
Copenhagen,18.1,11.6
Copenhagen,15.1,9.0
Copenhagen,10.5,8.2
Copenhagen,10.7,7.0
Copenhagen,11.0,8.1
Copenhagen,12.9,8.3
Copenhagen,18.1,11.6
Copenhagen,20.2,14.8
Copenhagen,20.3,14.7
Copenhagen,20.9,16.0
Copenhagen,23.6,16.4
Copenhagen,19.6,13.4
Copenhagen,20.3,13.7
Copenhagen,20.8,14.4
Copenhagen,24.3,16.5
Copenhagen,22.6,17.1
Copenhagen,20.5,14.7
Copenhagen,21.6,15.5
Copenhagen,20.7,15.0
Copenhagen,19.7,13.7
Copenhagen,23.4,15.0
Copenhagen,20.4,14.2
Copenhagen,18.1,13.4
Copenhagen,17.2,11.5
Copenhagen,17.0,11.8
Copenhagen,18.0,11.8
Copenhagen,15.3,12.4
Copenhagen,18.0,11.5
Copenhagen,18.4,11.9
Copenhagen,17.0,11.3
Copenhagen,23.0,14.1
Copenhagen,22.2,11.2
Copenhagen,22.9,12.4
Copenhagen,22.1,14.2
Copenhagen,22.8,15.9
Copenhagen,22.0,16.9
Copenhagen,27.0,15.2
Copenhagen,19.3,15.5
Copenhagen,22.2,16.0
Copenhagen,16.8,10.8
Copenhagen,16.1,9.7
Copenhagen,15.5,12.4
Copenhagen,17.4,15.5
Copenhagen,21.7,12.9
Copenhagen,18.9,12.8
Copenhagen,16.8,10.3
Copenhagen,18.1,13.1
Copenhagen,18.7,15.5
Copenhagen,18.8,14.1
Copenhagen,14.3,10.3
Copenhagen,15.0,9.2
Copenhagen,14.8,11.6
Copenhagen,17.7,11.5
Copenhagen,19.5,15.0
Copenhagen,20.9,14.8
Copenhagen,17.5,11.3
Copenhagen,13.2,10.2
Copenhagen,15.4,9.7
Copenhagen,19.2,15.3
Copenhagen,16.5,8.4
Copenhagen,10.9,7.7
Copenhagen,11.5,7.9
Copenhagen,13.1,9.6
Copenhagen,10.0,6.9
Copenhagen,7.7,4.5
Copenhagen,10.6,6.5
Copenhagen,13.3,8.8
Copenhagen,13.6,7.7
Copenhagen,7.8,5.4
Copenhagen,13.4,6.5
Copenhagen,12.7,2.1
Copenhagen,5.9,1.1
Copenhagen,6.2,2.4
Copenhagen,7.7,2.3
Copenhagen,11.4,2.6
Copenhagen,2.1,-1.8
Copenhagen,-2.4,-4.0
Copenhagen,10.2,-3.0
Copenhagen,10.2,7.1
Copenhagen,8.7,4.8
Copenhagen,8.0,2.9
Copenhagen,6.1,3.4
Copenhagen,4.0,2.6
Copenhagen,3.1,1.4
Copenhagen,3.7,1.2
Copenhagen,9.0,2.9
Copenhagen,9.2,6.1
Copenhagen,9.6,0.4
Copenhagen,7.1,0.7
Copenhagen,7.2,5.3
Copenhagen,7.1,5.8
Copenhagen,5.9,3.5
Copenhagen,8.6,2.5
Copenhagen,6.8,4.5
Copenhagen,6.1,3.9
Copenhagen,5.9,3.8
Copenhagen,6.1,4.0
Copenhagen,5.3,2.4
Copenhagen,6.0,2.1
Copenhagen,5.4,2.7
Copenhagen,3.8,-1.5
Copenhagen,2.3,-0.4
Copenhagen,3.7,-1.0
Copenhagen,2.1,-3.1
Copenhagen,-0.3,-2.1
Copenhagen,0.3,-3.2
Copenhagen,-0.2,-2.8
Copenhagen,1.8,-0.7
Copenhagen,-0.6,-2.9
Copenhagen,-0.6,-5.3
Copenhagen,4.7,-3.1
Copenhagen,-1.1,-5.5
Copenhagen,-1.5,-7.7
Copenhagen,-2.7,-7.2
Copenhagen,-5.4,-10.2
Copenhagen,-8.6,-11.8
Copenhagen,-3.7,-10.2
Copenhagen,-4.1,-7.5
Copenhagen,-4.5,-7.0
Copenhagen,-4.7,-7.3
Copenhagen,-3.1,-6.9
Copenhagen,-3.0,-5.3
Copenhagen,-3.2,-5.8
Copenhagen,-3.7,-5.9
Copenhagen,-0.8,-3.5
Copenhagen,-1.0,-3.5
Copenhagen,-0.7,-2.8
Copenhagen,-0.7,-2.4
Copenhagen,1.4,-2.0
Copenhagen,-1.9,-5.6
Copenhagen,-5.6,-6.6
Copenhagen,-2.8,-6.4
Copenhagen,1.3,-2.4
Copenhagen,3.2,-0.0
Copenhagen,3.8,1.8
Copenhagen,4.3,1.8
Copenhagen,4.3,-1.0
Copenhagen,-0.9,-3.9
Copenhagen,1.1,-5.5
Copenhagen,-5.0,-6.7
Copenhagen,-3.0,-6.7
Copenhagen,3.3,-4.6
Copenhagen,1.0,-2.6
Copenhagen,1.3,-3.6
Copenhagen,0.2,-4.1
Copenhagen,2.5,-2.8
Copenhagen,1.2,-1.3
Copenhagen,0.6,-2.3
Copenhagen,0.8,-1.7
Copenhagen,1.6,-1.0
Copenhagen,-1.1,-7.0
Copenhagen,-7.0,-8.8
Copenhagen,-8.9,-11.4
Copenhagen,-10.7,-14.1
Copenhagen,-10.9,-14.5
Copenhagen,-10.3,-13.3
Copenhagen,-8.5,-11.0
Copenhagen,-4.4,-7.8
Copenhagen,-3.2,-5.8
Copenhagen,-2.6,-7.7
Copenhagen,-4.9,-7.6
Copenhagen,-3.1,-5.1
Copenhagen,-2.7,-5.8
Copenhagen,-5.1,-10.4
Copenhagen,-5.7,-11.1
Copenhagen,-5.0,-9.6
Copenhagen,-5.2,-8.3
Copenhagen,-4.0,-7.8
Copenhagen,-1.5,-5.2
Copenhagen,-2.7,-6.1
Copenhagen,1.4,-4.8
Copenhagen,-0.1,-3.4
Copenhagen,2.1,-4.1
Copenhagen,1.5,-2.7
Copenhagen,2.1,-4.2
Copenhagen,1.4,-4.1
Copenhagen,-0.9,-2.8
Copenhagen,1.3,-2.1
Copenhagen,2.2,-0.9
Copenhagen,1.7,-4.4
Copenhagen,-0.3,-3.6
Copenhagen,2.1,-2.4
Copenhagen,3.0,-2.5
Copenhagen,-0.3,-2.3
Copenhagen,0.8,-2.9
Copenhagen,2.4,-3.0
Copenhagen,-2.8,-6.2
Copenhagen,-1.4,-6.4
Copenhagen,-5.5,-6.6
Copenhagen,-3.9,-5.9
Copenhagen,-2.7,-5.7
Copenhagen,-1.0,-3.1
Copenhagen,1.0,-1.8
Copenhagen,0.7,-0.8
Copenhagen,4.9,0.8
Copenhagen,5.6,1.0
Copenhagen,2.0,-4.8
Copenhagen,0.7,-5.6
Copenhagen,1.9,-1.8
Copenhagen,4.4,0.3
Copenhagen,3.5,-0.2
Copenhagen,1.3,-0.4
Copenhagen,1.0,-2.9
Copenhagen,0.7,-0.8
Copenhagen,1.3,-1.5
Copenhagen,2.6,-3.5
Copenhagen,0.2,-3.4
Copenhagen,0.6,-2.7
Copenhagen,0.2,-2.9
Copenhagen,2.2,-1.4
Copenhagen,3.3,0.3
Copenhagen,3.7,-1.6
Copenhagen,1.0,-2.7
Copenhagen,0.1,-4.9
Copenhagen,0.3,-4.0
Copenhagen,1.4,-5.2
Copenhagen,1.2,-6.3
Copenhagen,-1.9,-6.7
Copenhagen,-3.5,-6.8
Copenhagen,-0.1,-4.7
Copenhagen,2.0,-2.2
Copenhagen,2.3,-1.5
Copenhagen,6.6,2.8
Copenhagen,8.9,1.2
Copenhagen,3.9,-4.6
Copenhagen,-0.2,-4.1
Copenhagen,-1.6,-6.2
Copenhagen,-0.2,-4.4
Copenhagen,6.8,-2.4
Copenhagen,6.9,-1.7
Copenhagen,5.0,-0.1
Copenhagen,3.3,-1.4
Copenhagen,2.4,-1.8
Copenhagen,3.7,-1.9
Copenhagen,2.7,-2.7
Copenhagen,7.2,0.1
Copenhagen,6.3,1.1
Copenhagen,4.0,0.0
Copenhagen,8.3,0.5
Copenhagen,11.3,1.5
Copenhagen,8.8,0.8
Copenhagen,2.5,-2.7
Copenhagen,0.7,-4.4
Copenhagen,3.8,-5.1
Copenhagen,5.7,1.5
Copenhagen,12.9,4.2
Copenhagen,11.9,4.1
Copenhagen,10.8,3.1
Copenhagen,12.1,2.9
Copenhagen,5.3,2.0
Copenhagen,8.9,1.8
Copenhagen,9.5,5.1
Copenhagen,13.0,4.5
Copenhagen,6.2,0.9
Copenhagen,4.2,0.5
Copenhagen,6.0,-0.6
Copenhagen,5.6,0.1
Copenhagen,5.3,-1.0
Copenhagen,1.9,-1.6
Copenhagen,3.3,-3.1
Copenhagen,4.5,-2.6
Copenhagen,-0.7,-3.6
Copenhagen,2.6,-4.5
Copenhagen,3.7,-1.1
Copenhagen,3.9,-1.6
Copenhagen,3.1,-1.1
Copenhagen,8.8,-1.4
Copenhagen,10.2,3.6
Copenhagen,11.9,5.0
Copenhagen,12.8,5.1
Copenhagen,14.7,5.2
Copenhagen,13.0,5.6
Copenhagen,15.2,5.7
Copenhagen,14.7,6.5
Copenhagen,11.3,6.2
Copenhagen,12.0,5.1
Copenhagen,12.5,3.0
Copenhagen,10.8,1.4
Copenhagen,14.0,4.8
Copenhagen,12.8,7.4
Copenhagen,14.3,5.2
Copenhagen,9.9,4.1
Copenhagen,13.1,4.4
Copenhagen,16.2,7.0
Copenhagen,16.4,8.0
Copenhagen,14.9,8.1
Copenhagen,15.6,8.0
Copenhagen,20.8,7.6
Copenhagen,21.4,9.7
Copenhagen,21.3,8.7
Copenhagen,16.8,8.7
Copenhagen,18.6,8.4
Copenhagen,17.8,10.7
Copenhagen,19.4,10.8
Copenhagen,20.4,11.3
Copenhagen,20.6,12.8
Copenhagen,17.0,13.0
Copenhagen,15.8,11.4
Copenhagen,14.2,10.9
Copenhagen,17.6,11.8
Copenhagen,23.5,12.8
Copenhagen,24.3,14.2
Copenhagen,24.6,14.5
Copenhagen,15.6,10.2
Copenhagen,16.4,8.9
Copenhagen,13.2,7.6
Copenhagen,10.2,6.7
Copenhagen,11.8,7.6
Copenhagen,12.7,5.6
Copenhagen,8.4,4.9
Copenhagen,12.7,5.5
Copenhagen,13.4,8.1
Copenhagen,10.5,6.6
Copenhagen,10.6,5.7
Copenhagen,13.0,9.0
Copenhagen,12.8,10.2
Copenhagen,16.7,10.9
Copenhagen,17.6,12.5
Copenhagen,17.2,11.8
Copenhagen,14.1,7.5
Copenhagen,17.1,6.4
Copenhagen,18.4,10.3
Copenhagen,17.9,12.6
Copenhagen,15.9,11.1
Copenhagen,20.6,11.4
Copenhagen,21.1,11.0
Copenhagen,26.8,14.0
Copenhagen,27.3,16.4
Copenhagen,23.7,12.5
Copenhagen,17.9,12.0
Copenhagen,15.6,12.6
Copenhagen,16.2,11.4
Copenhagen,14.2,9.2
Copenhagen,14.7,8.7
Copenhagen,13.0,7.8
Copenhagen,13.1,7.5
Copenhagen,18.6,9.7
Copenhagen,14.7,8.9
Copenhagen,17.2,12.0
Copenhagen,19.1,13.1
Copenhagen,22.8,15.0
Copenhagen,21.6,15.7
Copenhagen,22.5,13.8
Copenhagen,16.5,14.0
Copenhagen,17.2,13.4
Copenhagen,18.6,14.7
Copenhagen,21.0,14.8
Copenhagen,19.8,14.3
Copenhagen,18.0,11.8
Copenhagen,23.2,12.0
Copenhagen,25.8,12.1
Copenhagen,24.1,15.3
Copenhagen,20.6,12.8
Copenhagen,19.5,12.3
Copenhagen,19.7,13.8
Copenhagen,19.2,13.3
Copenhagen,18.7,16.0
Copenhagen,20.6,13.4
Copenhagen,16.8,12.7
Copenhagen,19.3,11.8
Copenhagen,22.5,12.4
Copenhagen,19.9,12.9
Copenhagen,20.5,12.0
Copenhagen,22.2,13.6
Copenhagen,21.8,12.5
Copenhagen,20.0,13.2
Copenhagen,18.9,12.4
Copenhagen,21.6,12.2
Copenhagen,22.1,17.9
Copenhagen,19.8,15.5
Copenhagen,18.9,13.6
Copenhagen,17.7,12.5
Copenhagen,16.2,12.5
Copenhagen,19.8,11.6
Copenhagen,19.1,11.9
Copenhagen,22.7,16.6
Copenhagen,25.8,18.0
Copenhagen,20.9,15.1
Copenhagen,18.8,13.2
Copenhagen,17.9,10.6
Copenhagen,17.9,12.2
Copenhagen,18.9,12.2
Copenhagen,19.0,10.8
Copenhagen,16.5,10.9
Copenhagen,18.9,12.7
Copenhagen,20.3,12.5
Copenhagen,19.6,13.2
Copenhagen,17.2,13.2
Copenhagen,19.4,14.8
Copenhagen,20.7,16.3
Copenhagen,25.3,17.3
Copenhagen,20.3,12.9
Copenhagen,18.8,11.4
Copenhagen,17.1,12.1
Copenhagen,18.7,9.9
Copenhagen,22.9,14.7
Copenhagen,26.5,18.1
Copenhagen,24.8,17.1
Copenhagen,22.6,17.2
Copenhagen,23.6,17.4
Copenhagen,24.6,19.1
Copenhagen,22.0,14.3
Copenhagen,13.6,10.3
Copenhagen,13.4,8.6
Copenhagen,11.5,7.7
Copenhagen,11.7,7.6
Copenhagen,11.9,8.4
Copenhagen,13.3,8.3
Copenhagen,14.7,6.6
Copenhagen,17.2,12.0
Copenhagen,19.3,12.5
Copenhagen,18.9,11.8
Copenhagen,21.7,13.7
Copenhagen,21.6,12.6
Copenhagen,19.5,13.2
Copenhagen,18.3,13.7
Copenhagen,17.4,11.4
Copenhagen,12.1,9.8
Copenhagen,13.6,9.2
Copenhagen,13.2,8.4
Copenhagen,11.1,4.5
Copenhagen,9.4,4.1
Copenhagen,9.4,5.6
Copenhagen,6.9,4.7
Copenhagen,7.3,3.6
Copenhagen,9.4,3.7
Copenhagen,10.3,4.3
Copenhagen,11.4,4.2
Copenhagen,10.7,5.0
Copenhagen,11.7,6.6
Copenhagen,14.2,8.7
Copenhagen,14.4,11.3
Copenhagen,13.1,2.8
Copenhagen,6.5,2.5
Copenhagen,7.4,5.3
Copenhagen,8.4,5.3
Copenhagen,8.0,3.2
Copenhagen,9.2,2.9
Copenhagen,6.6,4.8
Copenhagen,10.3,5.1
Copenhagen,11.3,9.1
Copenhagen,12.0,8.7
Copenhagen,12.2,10.4
Copenhagen,11.8,9.6
Copenhagen,11.6,6.8
Copenhagen,9.8,6.2
Copenhagen,10.3,6.4
Copenhagen,9.5,5.5
Copenhagen,7.3,7.3
Copenhagen,,
